Project Title,Country of Origin,First Name,Last Name,Synopsis,Trailer URL
COMPOSED,"Venezuela, Bolivarian Republic of",Juan,Lossada,"Carolina, makeup the corpse of a man, thus she enters a trance that allows him to maintain his composure in the face of pain while continues the routine.  Carolina, maquilla el cadáver de un hombre y entra así en un trance que le permite mantener la compostura ante el dolor mientras atraviesa la rutina. ",
One of Us,United Kingdom,Emma,Kelly,"Morana journeys up a mountain to scatter the ashes of a dear friend. Her journey does not go unnoticed however, and she soon finds herself caught in the snares of something truly terrifying. Forced to flee, can Morana escape this ancient evil’s grasp?",
Wild Growth,China,Xingyu,Chen,"Live delivery has been popular for nearly two years. During this period, some people have been singing the praises of failure. However, in combination with the actual situation, the epidemic situation in 2020 will usher in another spring for the emerging industry of live delivery. Since 2018, Yiwu Jiangbei Xiazhu Village has kept up with the trend of the times. The development of e-commerce live broadcasting industry has been in full swing. People with dreams of wealth have come here in droves, once crowding the streets of Beixia Zhu. However, the journey of pursuing dreams was not smooth. Some entrepreneurs came here with enthusiasm. After the harvest of training institutions, the washing of high rent, and the futility of live broadcast, they returned empty handed, leaving only a word of disappointment that was ""exaggerated"" here.            The reason for these people's failure is not only their lack of deep thinking, but also the lack of systematic management in the environment of going north to Zhu. The online celebrity ecosystem and e-commerce operation here are not mature enough. Merchants and anchors are not close to each other. One is responsible for shipping and the other is responsible for carrying goods, which is almost irrelevant. This creates an interesting phenomenon. When you go north to Zhu, people and things are close, but people and people are estranged.            By focusing on the experience of entrepreneurs in Jiangbei, we can truly record the industrial context there and explore the survival status of entrepreneurs there.",
Yau Ma Night,Hong Kong,SCM,Films,"Yau Ma Night is about a night tour in Wholesale Fruit Market. As the wholesale activities start, fruit boxes occupy the street, and workers begin to transport them. However, some fruits are escaping the boxes and trying to explore the Fruit Market.  ",
After Rain,India,RINCE,loranz,Grievances of a girl who misses her mother on an important day of her life.,
Dead Time,France,Chloé,Fabre,"Sometimes, you just need a little break...",
Choice ,India,Bhagirath,Guria ,An emotional conflict between unemployed man and a poor girl,
Disposable object,Argentina,Aldan,Loiseau,"The narration of a woman in the first person about the submission she suffers when wanting to be loved. A short film made by a 15-year-old girl about gender violence. In Argentina, femicide yields an average of one woman murdered every 34 hours.",
IDENTITY,Not Specified,Mehtap,ÖZDEMİRLER,,
"""My Wife's Garden""",Mexico,Labcine Uat,Rosales,"HELENA suffers everyday since DANTE started striking her, he claims that is because his natural instincts need release. Without showing her pain, she planned a drastic solution. ",
G*D Complex,United States,Emily,Poreda,"After smoking for the first time, a young woman must come to terms  with her own sexuality and face religious trauma while coming down from her high.",
*RETRIBUTION*,Nigeria,Uche,Okeke,"Enoch had a terrible nightmare after he stole his boss's money, the event of the terrible nightmare made him to return the money, and promise himself never to steal from his boss or anyone again.",
Francesca and the pending letters,Argentina,Roberto,Ruiz,"Francesca, a young writer, receives a letter and from that moment falls into an emotional abyss.",
Interior,Ecuador,Rafael,Plaza,,
Gone Muse,Italy,Evgeniy,Shaman,"The film ""Gone Muse"" tells through the metaphorical world of Water about what happens to each of us! How we reach a dead end and fall into a Crisis! 2020 has turned the world upside down for the most of us! How to overcome a crisis situation? Find inspiration, desire, energy, new solutions, push off from the bottom and soar up to the precious air! We hope that our film will help many to cope with difficulties!",
Luminous Being,Hong Kong,SCM,Films,"The film follows a “luminous being” dancing in the streets of Sham Shui Po at night, sometimes in spaces devoid of people, sometimes encountering them without being perceived by them. It alludes to the era of change Hong Kong is currently in whilst presenting Sham Shui Po in a way that is familiar to those who know it.",
Being a Father,Slovenia,Blaž,Andrašek,"A poetic documentary in which invisible protagonists share personal stories about life with an absent father, raising the question of what does it even mean Being a Father?",
Hourglass,United Kingdom,Martin,Bowman,"On an alien desert planet, one astronaut is in a race against time",
The Messenger,Turkey,Serkan,Çalışkan,"One morning, a man who distributes invitations to the village people for the circumcision and marriage wedding decides to give responsibility to his son. 9 year old Nabi who is a quite and shy boy has to deliver an invitation to a man in a strawberry field. When Nabi looks for the man that he has to give the invitation in a strawberry field, the girl Nabi has a crush on sees Nabi and asks Nabi if he would like to walk with him. Nabi cannot walk with the girl he has crush on because he has to deliver the invitation until 4 p.m. The girl Nabi has crush on goes to her home sadly. Nabi come accross a laborer then he learns that laborer is not the man who Nabi has been looking for. Nabi finds the man and delivers the invitation. Nabi, gets sad and he cannot hold his tears, the man gives him a strawberry. Nabi, washes his face, arms and the strawberry.  In the night, Nabi writes his feelings and thoughts on his notebook. Nabi's father comes home then he asks Nabi about the invitation. Nabi's father sees Nabi's notebook then he reads Nabi's feelings & thoughts. He starts to regret and feels sad. Nabi hugs his father.  In Morning, Nabi sees the girl he has crush on from the window. Nabi, immediately leaves the home. He forgets the letter he has written for the girl he has crush on. Nabi comes home and takes the letter. Nabi's father kisses Nabi's cheeks. Nabi, runs and stops the girl he has crush on. Nabi, gives the strawberry to the girl. Nabi and the girl goes to school by walking. ",
Mother's feet,Thailand,รัมดร,สอและ,A young woman who was abused One day he had a pregnancy test and the life he had had  had to change. He had to fight for freedom. But the decision may not be a good choice for anyone. ,
The Magic in Liberia ,Australia,Oliver ,and Lucas,"Oliver and Lucas travel to Liberia, a small country in West Africa, as they want to experience and document the vibrant African culture.   They spend a day with a little girl called Aasim and her family in a small town in Monrovia. Aasim takes them shopping and teaches them about the tradition of hair braiding and dancing, that they observe, brings people together.  They learn about the scarcity of water accessibility while helping Aasim’s family collect water from a well as they have no running water in their household.  On face value, life looks hard in Liberia but Oliver and Lucas observe that Liberia has a spirit, a freedom and a culture that fosters connection and warmth that they feel they lack back at home. And so they decide they want to take some of the Magic in Liberia home with them.  ",
